kegg,entrez,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,symbol,name
dre04210,100000252,174.53625248412015,-0.06715901641735453,0.1518034460158526,-0.4424077198507155,0.6581941936970768,0.9914324241520075,pik3r3b,"phosphoinositide-3-kinase, regulatory subunit 3b (gamma)"
dre04210,100000903,0.48952055293831176,0.8591264368643715,0.6415135671820593,1.3392178759963067,0.1804997546174633,0.7025270109730558,prf1.1,perforin 1.1
dre04210,100000986,0.27249580453242017,-0.06861016652460956,0.7968287875821186,-0.08610402585077138,0.9313837233465304,0.9928323958413011,gzm3,"granzyme 3, tandem duplicate 1"
dre04210,100001138,1.2170492442028655,-0.6931051831661784,0.41373136461931864,-1.6752541442051812,0.09388437833913699,0.5166971354198661,gzm3.3,"granzyme 3, tandem duplicate 3"
dre04210,100002225,38.16377660918953,0.19550167731205548,0.10084419388586079,1.9386508015853798,0.05254387314695478,0.38431253214161915,map2k2b,mitogen-activated protein kinase kinase 2b
dre04210,100002263,75.61396484771095,0.02968820802310586,0.12179428364128007,0.2437569903571694,0.8074190323741948,0.9914324241520075,pik3cb,"phosphatidylinositol-4,5-bisphosphate 3-kinase, catalytic subunit beta"
dre04210,100002293,13.29492414714874,-0.02153333145289067,0.14887293226133666,-0.14464235456241514,0.8849932547471633,0.9914324241520075,endog,endonuclease G
dre04210,100002454,31.96167231827403,-0.18817080849304185,0.2341478860327029,-0.803640859976675,0.4216044181653332,0.941899512552096,dab2ipa,DAB2 interacting protein a
dre04210,100003446,73.68444089008467,-0.054767196706593683,0.07623640737180358,-0.7183863798761536,0.472519082461813,0.9703087181913302,sept4b,septin 4b
dre04210,100004261,59.15936766572754,0.03310597043695222,0.09120498245584736,0.3629842311847265,0.7166166638350697,0.9914324241520075,map3k14a,mitogen-activated protein kinase kinase kinase 14a
dre04210,100004321,1.2385352901409752,-0.016909860265651826,0.38321042801690686,-0.04412682701031763,0.964803308745554,0.995006180004495,LOC100004321,apoptosis regulator BAX-like
dre04210,100005496,188.3140120057637,-0.1269396220050487,0.11552038818177077,-1.0988503761371529,0.27183333475162696,0.8277733827333521,si:ch211-1i11.3,si:ch211-1i11.3
dre04210,100007048,3.334893521256976,0.04625787899715674,0.28983102898211477,0.15960292160440584,0.8731938773795733,0.9914324241520075,bcl2b,BCL2 apoptosis regulator b
dre04210,100007906,92.56721180361224,-0.034672698582276194,0.06607274441285402,-0.524765527607339,0.5997461983278899,0.9914324241520075,parp2,poly (ADP-ribose) polymerase 2
