"ensembl_gene_id" "external_gene_name" "description"
"1" "ENSDARG00000000551" "slc1a4" "solute carrier family 1 (glutamate/neutral amino acid transporter), member 4 [Source:ZFIN;Acc:ZDB-GENE-030616-566]"
"2" "ENSDARG00000001889" "tuba1a" "tubulin, alpha 1a [Source:ZFIN;Acc:ZDB-GENE-090507-4]"
"3" "ENSDARG00000004754" "hspa4a" "heat shock protein 4a [Source:ZFIN;Acc:ZDB-GENE-040426-2832]"
"4" "ENSDARG00000005454" "tacc3" "transforming, acidic coiled-coil containing protein 3 [Source:ZFIN;Acc:ZDB-GENE-050522-327]"
"5" "ENSDARG00000005840" "got2b" "glutamic-oxaloacetic transaminase 2b, mitochondrial [Source:ZFIN;Acc:ZDB-GENE-030131-7917]"
"6" "ENSDARG00000006527" "brd3a" "bromodomain containing 3a [Source:ZFIN;Acc:ZDB-GENE-030131-6141]"
"7" "ENSDARG00000007377" "odc1" "ornithine decarboxylase 1 [Source:ZFIN;Acc:ZDB-GENE-010816-1]"
"8" "ENSDARG00000011122" "pptc7a" "PTC7 protein phosphatase homolog a [Source:ZFIN;Acc:ZDB-GENE-041114-74]"
"9" "ENSDARG00000013926" "slc16a9a" "solute carrier family 16, member 9a [Source:ZFIN;Acc:ZDB-GENE-040426-1364]"
"10" "ENSDARG00000016253" "ralab" "v-ral simian leukemia viral oncogene homolog Ab (ras related) [Source:ZFIN;Acc:ZDB-GENE-041114-195]"
"11" "ENSDARG00000016375" "asns" "asparagine synthetase [Source:ZFIN;Acc:ZDB-GENE-040426-1091]"
"12" "ENSDARG00000018048" "zgc:171704" "zgc:171704 [Source:ZFIN;Acc:ZDB-GENE-070820-16]"
"13" "ENSDARG00000018491" "pdia4" "protein disulfide isomerase family A, member 4 [Source:ZFIN;Acc:ZDB-GENE-030131-5493]"
"14" "ENSDARG00000019062" "arpc5b" "actin related protein 2/3 complex, subunit 5B [Source:ZFIN;Acc:ZDB-GENE-040120-7]"
"15" "ENSDARG00000020645" "slc7a3a" "solute carrier family 7 (cationic amino acid transporter, y+ system), member 3a [Source:ZFIN;Acc:ZDB-GENE-041114-206]"
"16" "ENSDARG00000021433" "asmtl" "acetylserotonin O-methyltransferase-like [Source:ZFIN;Acc:ZDB-GENE-030131-2854]"
"17" "ENSDARG00000025071" "brd8" "bromodomain containing 8 [Source:ZFIN;Acc:ZDB-GENE-030722-10]"
"18" "ENSDARG00000025948" "mlh1" "mutL homolog 1, colon cancer, nonpolyposis type 2 (E. coli) [Source:ZFIN;Acc:ZDB-GENE-040426-1600]"
"19" "ENSDARG00000030972" "dnaja1" "DnaJ heat shock protein family (Hsp40) member A1 [Source:ZFIN;Acc:ZDB-GENE-030131-2642]"
"20" "ENSDARG00000032083" "dpysl2b" "dihydropyrimidinase-like 2b [Source:ZFIN;Acc:ZDB-GENE-031105-1]"
"21" "ENSDARG00000033134" "ndufaf7" "NADH:ubiquinone oxidoreductase complex assembly factor 7 [Source:ZFIN;Acc:ZDB-GENE-060929-628]"
"22" "ENSDARG00000036028" "arrdc3b" "arrestin domain containing 3b [Source:ZFIN;Acc:ZDB-GENE-040912-182]"
"23" "ENSDARG00000036685" "ccnt2a" "cyclin T2a [Source:ZFIN;Acc:ZDB-GENE-030131-5779]"
"24" "ENSDARG00000036967" "smox" "spermine oxidase [Source:ZFIN;Acc:ZDB-GENE-031201-3]"
"25" "ENSDARG00000038000" "crls1" "cardiolipin synthase 1 [Source:ZFIN;Acc:ZDB-GENE-040426-2519]"
"26" "ENSDARG00000038467" "igsf8" "immunoglobulin superfamily, member 8 [Source:ZFIN;Acc:ZDB-GENE-040426-2444]"
"27" "ENSDARG00000038785" "abcf2a" "ATP-binding cassette, sub-family F (GCN20), member 2a [Source:ZFIN;Acc:ZDB-GENE-030131-8714]"
"28" "ENSDARG00000039943" "tent5ba" "terminal nucleotidyltransferase 5ba [Source:ZFIN;Acc:ZDB-GENE-061110-129]"
"29" "ENSDARG00000040100" "si:dkey-95h12.1" "si:dkey-95h12.1 [Source:ZFIN;Acc:ZDB-GENE-060503-85]"
"30" "ENSDARG00000040712" "adprh" "ADP-ribosylarginine hydrolase [Source:ZFIN;Acc:ZDB-GENE-040801-190]"
"31" "ENSDARG00000041060" "lgals9l3" "lectin, galactoside-binding, soluble, 9 (galectin 9)-like 3 [Source:ZFIN;Acc:ZDB-GENE-040718-159]"
"32" "ENSDARG00000041078" "chka" "choline kinase alpha [Source:ZFIN;Acc:ZDB-GENE-050208-149]"
"33" "ENSDARG00000042637" "tert" "telomerase reverse transcriptase [Source:ZFIN;Acc:ZDB-GENE-080405-1]"
"34" "ENSDARG00000043465" "atp6v1b2" "ATPase H+ transporting V1 subunit B2 [Source:ZFIN;Acc:ZDB-GENE-030711-4]"
"35" "ENSDARG00000044016" "myo6a" "myosin VIa [Source:ZFIN;Acc:ZDB-GENE-040819-2]"
"36" "ENSDARG00000044169" "prelid1b" "PRELI domain containing 1b [Source:ZFIN;Acc:ZDB-GENE-050522-169]"
"37" "ENSDARG00000045132" "vdac1" "voltage-dependent anion channel 1 [Source:ZFIN;Acc:ZDB-GENE-030131-6514]"
"38" "ENSDARG00000045465" "lancl2" "LanC lantibiotic synthetase component C-like 2 (bacterial) [Source:ZFIN;Acc:ZDB-GENE-070209-191]"
"39" "ENSDARG00000052155" "lrrc8ab" "leucine rich repeat containing 8 VRAC subunit Ab [Source:ZFIN;Acc:ZDB-GENE-060531-43]"
"40" "ENSDARG00000053129" "carhsp1" "calcium regulated heat stable protein 1 [Source:ZFIN;Acc:ZDB-GENE-040426-1479]"
"41" "ENSDARG00000055543" "appb" "amyloid beta (A4) precursor protein b [Source:ZFIN;Acc:ZDB-GENE-020220-1]"
"42" "ENSDARG00000056059" "rangap1b" "Ran GTPase activating protein 1b [Source:ZFIN;Acc:ZDB-GENE-040426-1921]"
"43" "ENSDARG00000058871" "si:ch73-142c19.1" "si:ch73-142c19.1 [Source:ZFIN;Acc:ZDB-GENE-090311-15]"
"44" "ENSDARG00000061226" "timp2a" "TIMP metallopeptidase inhibitor 2a [Source:ZFIN;Acc:ZDB-GENE-030612-1]"
"45" "ENSDARG00000062821" "slc6a15" "solute carrier family 6 (neutral amino acid transporter), member 15 [Source:ZFIN;Acc:ZDB-GENE-050420-93]"
"46" "ENSDARG00000063218" "ppm1la" "protein phosphatase, Mg2+/Mn2+ dependent, 1La [Source:ZFIN;Acc:ZDB-GENE-061103-118]"
"47" "ENSDARG00000063229" "xpo1b" "exportin 1 (CRM1 homolog, yeast) b [Source:ZFIN;Acc:ZDB-GENE-070530-6]"
"48" "ENSDARG00000067950" "zcchc2" "zinc finger, CCHC domain containing 2 [Source:ZFIN;Acc:ZDB-GENE-070912-269]"
"49" "ENSDARG00000069192" "zgc:163030" "zgc:163030 [Source:ZFIN;Acc:ZDB-GENE-060810-77]"
"50" "ENSDARG00000071235" "si:ch211-117c9.5" "si:ch211-117c9.5 [Source:ZFIN;Acc:ZDB-GENE-110408-2]"
