"ensembl_gene_id" "external_gene_name" "description"
"1" "ENSDARG00000002285" "mcoln1a" "mucolipin 1a [Source:ZFIN;Acc:ZDB-GENE-040426-2704]"
"2" "ENSDARG00000002336" "dlc" "deltaC [Source:ZFIN;Acc:ZDB-GENE-000125-4]"
"3" "ENSDARG00000003244" "gbp3" "guanylate binding protein 3 [Source:ZFIN;Acc:ZDB-GENE-070912-176]"
"4" "ENSDARG00000006031" "abat" "4-aminobutyrate aminotransferase [Source:ZFIN;Acc:ZDB-GENE-031006-4]"
"5" "ENSDARG00000008727" "ranbp3a" "RAN binding protein 3a [Source:ZFIN;Acc:ZDB-GENE-040426-1132]"
"6" "ENSDARG00000017799" "tgm1" "transglutaminase 1, K polypeptide [Source:ZFIN;Acc:ZDB-GENE-030131-9032]"
"7" "ENSDARG00000019613" "ip6k2b" "inositol hexakisphosphate kinase 2b [Source:ZFIN;Acc:ZDB-GENE-040718-85]"
"8" "ENSDARG00000019963" "sfxn1" "sideroflexin 1 [Source:ZFIN;Acc:ZDB-GENE-040801-45]"
"9" "ENSDARG00000022399" "ntmt1" "N-terminal Xaa-Pro-Lys N-methyltransferase 1 [Source:ZFIN;Acc:ZDB-GENE-040426-2055]"
"10" "ENSDARG00000025983" "l3mbtl3" "L3MBTL3, histone methyl-lysine binding protein [Source:ZFIN;Acc:ZDB-GENE-040724-127]"
"11" "ENSDARG00000027065" "slc38a3a" "solute carrier family 38, member 3a [Source:ZFIN;Acc:ZDB-GENE-070615-25]"
"12" "ENSDARG00000027572" "as3mt" "arsenite methyltransferase [Source:ZFIN;Acc:ZDB-GENE-060312-15]"
"13" "ENSDARG00000030357" "zgc:66313" "zgc:66313 [Source:ZFIN;Acc:ZDB-GENE-040426-1606]"
"14" "ENSDARG00000031317" "ppdpfb" "pancreatic progenitor cell differentiation and proliferation factor b [Source:ZFIN;Acc:ZDB-GENE-030131-8247]"
"15" "ENSDARG00000032426" "COQ8A (1 of many)" "si:dkey-36g24.3 [Source:ZFIN;Acc:ZDB-GENE-030131-5543]"
"16" "ENSDARG00000035852" "cart3" "cocaine- and amphetamine-regulated transcript 3 [Source:ZFIN;Acc:ZDB-GENE-120223-5]"
"17" "ENSDARG00000036028" "arrdc3b" "arrestin domain containing 3b [Source:ZFIN;Acc:ZDB-GENE-040912-182]"
"18" "ENSDARG00000038785" "abcf2a" "ATP-binding cassette, sub-family F (GCN20), member 2a [Source:ZFIN;Acc:ZDB-GENE-030131-8714]"
"19" "ENSDARG00000039563" "loxl3b" "lysyl oxidase-like 3b [Source:ZFIN;Acc:ZDB-GENE-030131-8210]"
"20" "ENSDARG00000039914" "gapdhs" "glyceraldehyde-3-phosphate dehydrogenase, spermatogenic [Source:ZFIN;Acc:ZDB-GENE-020913-1]"
"21" "ENSDARG00000040712" "adprh" "ADP-ribosylarginine hydrolase [Source:ZFIN;Acc:ZDB-GENE-040801-190]"
